"Time","0A0000005AA34E21","B60000005ACBE421","DD0000005ACC0A21","A40000005AB8D021","A10000005ABE2521","DF0000005AC39E21","6E0000005AB1A821","E80000005AA6FF21","5B0000005AC12E21","D10000005AD04521","DB0000005AC5EE21","AD0000005ACBA621","050000005AC5F921","0B0000005AAE7E21","900000005A9F0321","970000005AB20D21","8D0000005AA8B921","8A0000005A9FC421","CE0000005AA87D21","380000005A9EDB21","970000005AC4CF21","EA0000005ACA5D21","C90000005ACE8621","BE0000005ABB3C21","BD0000005AAC6C21","C90000005AA00521","730000005AA99E21","EE0000005AB9C421","110000005AB1B721","5B0000005ABB4021","9F0000005ABB9021","A10000005AA12B21","110000005A9E3B21","330000005AA75221","250000005A9D8721","D60000005AAFE621","B30000005ABFB721","B60000005AA47E21","620000005AAECC21","D40000005AB83321","3D0000005AB48921","490000005AB76721","920000005AA22721","0F0000005AAD7321","640000005AB59321","790000005AC11421","380000005ACF5D21","550000005AAFD421","B30000005AD13421","290000005AC4A321","540000005ACD7E21","690000005AAA7221","500000005AA7BF21","F30000005AB06221","F90000005ACE3721","DA0000005AC9C721","230000005A9DB221","1E0000005ACF4121","BE0000005AA52B21","340000005AB9F521","4B0000005AA39921","F40000005AA98A21","F00000005AA73221","450000005ACB3521","4F0000005ACD3C21","100000005AAD1721","DC0000005AC21121","DC0000005AB4D321","670000005A9EED21","1B0000005ABD4421","D30000005A9CEC21","4C0000005AA23021","670000005AC2DE21","340000005AAB4E21","280000005ABF5121","A60000005ACC3321","F80000005AC02C21","960000005AB1A321","570000005AB5B421","3D0000005AD0F021","A80000005AC7A921","E80000005AB76F21","C30000005AAAA021","A30000005ABB4B21","440000005ACBB021","A30000005AC20E21","640000005AA9B621","C60000005AA58421","0B0000005AB9B821","240000005AB4D821","540000005AB89721","390000005AB69D21","C50000005AB0E621","430000005AB8BF21","FB0000005AB44A21","650000005ABA9121*","060000005AA9DE21","750000005AB3D821","B200000037890921","AC00000037AAC821","4C0000003781FF21","3F0000003F4BB821","9500000037B69521","0900000020850621","D7000000358A4A21","1D00000037AB4121","DB000000207B5D21","1A0000003F6D6F21","BD00000040B92721","BD00000020842C21","0900000037822521","45000000358F1821","490000003794A821","F700000020842121","C40000005AAC4621","E60000005ABCF521","010000005A9FBA21","530000005AA9B721","0E0000005A9E5F21","CC0000005AA4C221*","F50000005ABFD021","3E0000005AB16221","D90000005AC08021","BE0000005AC15221","E40000005ACC7221","A20000005ABFAA21","700000005AB98121","520000005ABCC621","BC0000005AA70A21","760000005ABB8621","C900000037D62821","19000000377FB021","250000005AA6E621","A70000005ABB6D21","EF0000005AD08D21","490000005AB8E021","EC0000005AC94321","F30000005ACC5A21","350000005ACD8021","FF0000005AA19821","0C0000005AB1C021","A00000005ACE3421","9F0000005AC1FE21","1E0000005AB89A21","1A0000005AC6B621","9C0000005A9F6921","2F0000005AB63021","E20000005AD06221","A40000005AC95D21","880000005ACC6321","5F0000005AA46821","F00000005AB92521","E90000005ABA5F21","510000005ACB8B21","180000005AAA1421","810000005AA56621","760000005AB17C21","990000005AB70921","BD0000005AB53421","440000005A9E5221","620000005ACCE321","D70000005AC6AF21","B80000005AC62821","B30000005AB8F821","160000005ACE1421","F30000005AAB0821","BA0000005AC63B21*","6B0000005AC95721","E70000005ABA2621","280000005AB90721","260000005ABC0321*","6A0000005AA22C21","390000005ACAA521","970000005AAA4C21","820000005ACA6A21","4D0000005AA5FA21","250000005AAF3721","670000005AC3C721","750000005AB1EA21","360000005AC97221","7D0000005AC30021","D40000005AA35921","D10000005AC5B121","B00000005AB4C221","470000005ABDE421","130000005A9D0321","6B0000005ABF9521","870000005AB6F121","E30000005AB58721","F40000005AB81A21","0C0000005AAAAA21","F30000005AA2D921","F00000005ACDD521","250000005AB77621","6F0000005AC0A021","770000005ABF6721","A80000005AA49F21","DC0000005ABE2921","530000005AC16221","2A0000005ACAAB21"
2024-08-05 13:40:00,30,37,35,29.5,37,34,28.5,27,30.5,36.5,29,35,31,30,30.5,37.5,31,37.5,32.5,29,33,31,28.5,30.5,34,29.5,29,29,33,31,32.5,29.5,27,30,31,36.5,36.5,29.5,29,33.5,28,30,31.5,32.5,32.5,29,32,29,34.5,30.5,28,26.5,37.5,32,27,30.5,33.5,31.5,32,33,33,39.5,33,27,30.5,31.5,38,32.5,31.5,35,30,31,31,31.5,26.5,29,32.5,33.5,36.5,30.5,36,32,31.5,33.5,34.5,28.5,38,32.5,37,32.5,38.5,37,32,31.5,28,30.5,33,37.5,30.5,30.5,29,36,29.5,30.5,30,31.5,30.5,31,27.5,34.5,30,33,32,29,30.5,28.5,26.5,31,33,33.5,33.5,32,30,31.5,34,34,35,30,30.5,37,28,33,32,38.5,28.5,29,33.5,30.5,31,35,34.5,32.5,36,32.5,31,36.5,33.5,35.5,33,38,33,31,31.5,37.5,33.5,35,28.5,35,30.5,35,32.5,32.5,36.5,33,29.5,28.5,33,31,32.5,32,33,30.5,33.5,38,31,31.5,29.5,32.5,31.5,31.5,30.5,32.5,34,34,39,32,30,33,33,29.5,38.5,31.5,37,30.5,28.5,29,38.5,31.5,34.5,28.5
2024-08-05 13:45:00,30,37.5,35,29.5,37.5,34,29.5,27.5,31,37,29.5,35.5,31,30,31.5,38,31,37.5,33,29,33.5,31.5,29,30.5,34,30,29,29,33,31,33,29.5,27.5,30,31,37,37,29.5,29,34,28.5,30.5,31.5,33,33,29,32.5,29,34.5,30.5,28.5,28,38,32,27.5,30.5,33.5,31.5,32,33,33.5,40,33,28.5,30.5,31.5,38,33,32,35.5,30.5,31.5,31,31.5,27,29,32.5,34.5,36.5,31,36,32,31.5,33.5,35,29,38.5,32.5,37.5,32.5,38.5,37.5,32,31.5,28.5,30.5,33,37.5,30.5,31,29,36,30,31,30,31.5,30.5,31,28,34.5,30,33,32.5,29.5,30.5,29,28,31,33,33.5,33.5,32.5,30,32,34,34.5,35.5,30,30.5,37.5,28,33.5,32.5,39,29,29,33.5,30.5,31.5,35,34.5,32.5,36.5,32.5,31,37,33.5,35.5,33,38.5,33.5,31,31.5,38,33.5,35.5,29,35,30.5,35.5,32.5,33,36.5,33.5,29.5,29,33,31,32.5,32,33,30.5,34,38.5,31,32,29.5,33,31.5,31.5,30.5,32.5,34,34.5,39.5,32,30,33,33,30,38.5,31,37.5,30.5,29,30.5,39,31.5,35,29
2024-08-05 13:50:00,30,37.5,35,29.5,37.5,34.5,31,28,31,37,29.5,35.5,31,30.5,32,38,31,38,33.5,29.5,33.5,32,29,30.5,34,31,29.5,29,33,31,33,29.5,28,30.5,31.5,37,37,30,29.5,34,29,31,31.5,33.5,33,29.5,33,29.5,35,31,28.5,29,38,32.5,28.5,30.5,34,32,32,33,33.5,40,33,29,31,32,38,33,32,36,31,31.5,31.5,31.5,27.5,29,33,35,36.5,31,36,32,31.5,34,35,29.5,38.5,33,38,33,39,37.5,32,31.5,28.5,31,33.5,37.5,30.5,31,29,36,30,31,30.5,31.5,31,31.5,28.5,35,30,33.5,32.5,30,30.5,29.5,29,31,33.5,33.5,33.5,32.5,30,32.5,34.5,34.5,35.5,30,31,37.5,28.5,34,32.5,39,29.5,29.5,34,30.5,31.5,35,34.5,32.5,37,33,31.5,37,34,35.5,33,38.5,33.5,31,32,38,33.5,35.5,29.5,35,31,35.5,33,33,37,33.5,30,29.5,33,31,33,32,33,30.5,34,38.5,31,32.5,29.5,33.5,31.5,31.5,31,33,34.5,34.5,39.5,32,30.5,33,33,30.5,39,31,37.5,31,29.5,31.5,39,32,35,29
2024-08-05 13:55:00,30,37.5,35,29.5,37.5,34.5,31.5,28.5,31.5,37,30,35.5,31,30.5,32.5,38,31.5,38,34,29.5,34,32,29.5,31,34.5,31,29.5,29.5,33.5,31,33,30,28.5,30.5,31.5,37,37,30,29.5,34,29,31,31.5,33.5,33.5,30,33.5,29.5,35,31,28.5,29,38,32.5,28.5,31,34,32,32.5,33,34,40,33,29.5,31,32,38,33,32.5,36,31.5,32,31.5,32,27.5,29,33,35.5,37,31.5,36,32,32,34,35.5,29.5,38.5,33.5,38.5,33,38.5,37.5,32,32,29,31.5,33.5,37.5,31,31.5,29.5,36,30.5,31.5,30.5,31.5,31,31.5,29,35,30,33.5,32.5,30.5,31,30,29,31.5,33.5,34,34,33,30.5,33,34.5,35,35.5,30.5,31,37.5,29,34,33,39,29.5,30,34,30.5,31.5,35.5,35,33,37,33,31.5,37,34.5,36,33,38.5,33.5,31.5,32,38,34,36,29.5,35,31,35.5,33,33.5,37,33.5,30,30,33.5,31,33,32.5,33,31,34.5,38.5,31.5,32.5,30,34,32,32,31.5,33,34.5,35,39.5,32.5,30.5,33,33.5,30.5,38.5,31,37.5,31,29.5,31.5,39,32,35.5,29.5
2024-08-05 14:00:00,30.5,37,35,30,37.5,34.5,31,28.5,31.5,37,30,35.5,31.5,31,32.5,38,31.5,38,33.5,29.5,34,32,29.5,31,34.5,30.5,29.5,29.5,33.5,31,33,30,28.5,31,32,37,36.5,30,29.5,34,29.5,31,31.5,33.5,33.5,30,33.5,30,35,31.5,29,28,38,32.5,28.5,31,34,32.5,32.5,33,34,39.5,33,28.5,31,32,37.5,33.5,32.5,36,31.5,32,31.5,32,28,29,33,35,37,31.5,36,32.5,32,34,35.5,30,38.5,33.5,38.5,33.5,38.5,37.5,32,32,29,32,33.5,37.5,31,31.5,29.5,36,30.5,31.5,31,32,31,32,29,35,30,33.5,32.5,30.5,31,30,28.5,31.5,33.5,34,34,33,31,33,34.5,35,35.5,30.5,31,37,29,34,33,39,30,30,34,31,32,35.5,35,33,37,33,32,37,34.5,36,33,38,33.5,31.5,32,37.5,34,36,30,35,31.5,35.5,33.5,33.5,37.5,33.5,30.5,29.5,33.5,31,33,32.5,33.5,31,34.5,38.5,31.5,33,30,33.5,32,32,31.5,33,34.5,35,39,32.5,30.5,33,33.5,30.5,38.5,31,37.5,31.5,30,30.5,38.5,32.5,35.5,29.5
2024-08-05 14:05:00,30.5,37,35,30,37.5,34.5,30.5,28,31.5,37,30.5,35.5,31.5,31,32,38,32,38,33.5,30,34.5,32,29.5,31,34.5,30,30,29.5,33.5,31,33.5,30,28,31,32,37.5,37,30,30,34,29.5,30.5,31.5,33.5,33.5,30,33.5,30,35.5,31.5,29,27,38,32.5,28.5,31,34,32.5,32.5,33.5,34.5,39.5,33,28,31.5,32,37.5,33.5,32.5,36,31,32,32,32.5,28,29,33.5,35,37,32,36,32.5,32,34.5,35.5,30,38.5,33.5,38.5,33.5,38.5,37.5,32,32.5,29,32,34,37.5,31,31.5,29.5,36,31,31.5,31,32,31,32,28.5,34.5,30,34,32.5,30,31,30.5,27.5,31.5,33.5,34,34,33,31,33.5,34.5,35,35.5,30.5,31,37,29,34,33.5,38.5,30,30.5,34,31,32,35.5,35,33,37,33.5,32,37,35,36.5,33,38,34,32,32.5,37.5,34,36,30,35,31.5,35.5,33.5,33.5,37.5,33.5,30.5,29.5,33.5,31,33,32.5,33.5,31,35,38.5,31.5,32.5,30,33.5,32,32,31.5,33,34.5,35.5,39.5,32.5,31,33.5,33.5,30,38.5,31.5,37.5,31.5,30,30,38.5,32.5,35.5,30
2024-08-05 14:10:00,30.5,37.5,35,30,37.5,34.5,30,28,31.5,37.5,31,35.5,32,31.5,32,38.5,32,38,33.5,30,34.5,32,30,31.5,34.5,30,30,29,33.5,31,33.5,31,28,31,32,37.5,37,30,31,34.5,30,30.5,31.5,33.5,34,31,33.5,30,35.5,32,29,26.5,38,32.5,28,31.5,34.5,32.5,32.5,33.5,34.5,40,33,27.5,31.5,32,38,34,33,36,31,32,32,32.5,28,29,33.5,35,37,32,36,32.5,32,34.5,35.5,30,38.5,34,39,33.5,38.5,38,32.5,32.5,29,32,34,37.5,31.5,32,29.5,36,31.5,32,31.5,32,31.5,32.5,28,34.5,30,34,32.5,29.5,31.5,31,27,31.5,33.5,34.5,34,33,31,33.5,34.5,35.5,35.5,30,31.5,37.5,29,33.5,33.5,39,31,30.5,34,31,32,35.5,35,33.5,37.5,33.5,32.5,37.5,35,36.5,33,38.5,34,32,32.5,38,34,36.5,31.5,35.5,32,36,34,34,37.5,34,30.5,29,33.5,31.5,33,32.5,33.5,31,35,39,31.5,32.5,30.5,33,32.5,32.5,31.5,33,35,35.5,39.5,33,31,33.5,33.5,30,39,31.5,37.5,31.5,30,29.5,39,32.5,36,30
2024-08-05 14:15:00,30.5,37.5,35.5,30,38,34.5,30,27.5,31.5,38,31,36,32,31.5,32,38.5,32,38,33.5,30,35,32,30,32,34.5,30,30,29,33.5,31,33.5,31,28,31,32,38.5,37,30,30.5,34.5,30,30.5,31.5,33.5,34,30.5,33.5,30,36,32,29,27,38.5,32.5,28,31.5,34.5,33,32.5,33.5,34.5,40,33,28,31.5,32.5,38.5,34,33,36.5,31,31.5,32,32.5,28,29,34,35.5,37.5,32,36.5,33,32.5,35,36,30,39,34,39.5,33.5,39,38,32.5,32.5,29.5,32,34,38,31.5,32,30,36,31.5,32,31.5,32.5,31.5,32.5,28,34.5,30.5,34,32.5,30,31.5,31,27.5,32,33.5,34.5,34,33.5,31.5,33.5,35,35.5,35.5,30,31.5,37.5,28.5,33.5,34,39,31,30.5,34.5,31.5,32,35.5,35,33.5,38,33.5,32.5,38,35,37,33,39,34,32.5,33,38,34.5,36.5,31,35.5,32,36,34,34,38,34,30.5,29,34,31.5,33.5,33,33.5,31.5,35.5,39,31.5,32.5,30.5,33,32.5,32.5,31.5,33,35,35.5,40,33,31,33.5,33.5,30,39,31.5,38,32,30,30,39.5,33,36,30
2024-08-05 14:20:00,30.5,38,35.5,30.5,38,35,30.5,28,32,38,31,36,32,31.5,32.5,38.5,32.5,38.5,33,30,35,32.5,30,32,34.5,31,30.5,29,34,32,34,31,28.5,31.5,32.5,39,37.5,30,30.5,34.5,30,31,31.5,34,34,31,34,30,36,32,29.5,28.5,38.5,32.5,29,31.5,34.5,33,33,33.5,35,40.5,33,29,32,32.5,38.5,34,33.5,37,31.5,31.5,32,33,28,29,34,36.5,37.5,32,36.5,33,32.5,35,36.5,30,39,34,39.5,33.5,39.5,38,32.5,33,29.5,32.5,34,38,31.5,32.5,30,36.5,31.5,32,31.5,32.5,32,32.5,29,34.5,30.5,34.5,32.5,30.5,32,31,29,32,34,35,34.5,33.5,31.5,34.5,35,35.5,36,30,31.5,37.5,29,33,34,39.5,31,31,34.5,31.5,32,35.5,35.5,33.5,38,34,32.5,38,35.5,37,33.5,39,34,32.5,33,38.5,34.5,37,31,36,32,36,34,34.5,38,34.5,30.5,30,34,31.5,33.5,33,33.5,31.5,35.5,39.5,31.5,33,30.5,33.5,33,32.5,31.5,33,35,36,40.5,33,31.5,33.5,33.5,30,39,31,38,32,30,32,39.5,33,36,30
2024-08-05 14:25:00,31,38,35.5,30.5,38,35,32,28.5,32,38,31,36,32.5,32,33,39,32.5,38.5,33.5,30,35.5,33,30.5,32,34.5,31.5,30.5,29,34,32,34,31,29,31.5,32.5,39,37.5,30.5,30.5,35,30,31,31.5,34.5,34,31,34.5,30,36,32,29.5,29.5,38.5,32.5,29.5,31.5,35,33,33,34,35,40.5,33,30,32,32.5,38.5,34.5,33.5,37.5,32,32,32.5,33.5,29,29.5,34,37,37.5,32.5,36.5,33,32.5,35,36.5,30.5,39.5,34.5,40,34,39.5,38.5,32.5,33,29.5,33,34.5,38.5,31.5,32.5,30.5,36.5,32,32,32,32.5,32,33,29,34.5,30.5,34.5,33,31,32,31,30,32,34,35,34.5,33.5,31.5,35,35,36,36,30.5,31.5,38,29,33.5,34.5,39.5,31,31,34.5,31.5,32,36,35.5,33.5,38.5,34,33,38.5,36,37.5,33.5,39,34.5,32.5,33,38.5,34.5,37,31,36,32,36,34.5,34.5,38.5,34.5,30.5,30.5,34.5,31.5,34,33,34,31.5,36,39.5,31.5,33.5,30.5,34,33,33,32,33,35,36.5,40.5,33.5,31.5,33.5,34,30.5,39.5,31.5,38.5,32,30.5,33,40,33,36.5,30.5
2024-08-05 14:30:00,31,38,35.5,30.5,38.5,35,32.5,29,32,38,31,36,32.5,32,33.5,39,32.5,38.5,34,30,35.5,33.5,30.5,32,34.5,31,31,29.5,34,32.5,34,31,29,31.5,32.5,39,37.5,30.5,30.5,34.5,30,31.5,31.5,34.5,34,30.5,35,30.5,36.5,32,29.5,30.5,38.5,33,30,32,35,33,33.5,34,35,40,33,30.5,32,32.5,38.5,34.5,33.5,37.5,32,32.5,32.5,33.5,29.5,29.5,34.5,37.5,38,32.5,36.5,33,32.5,35.5,36.5,30.5,39,34.5,39.5,34.5,39.5,38.5,32.5,33,29.5,34,34.5,38.5,31.5,32.5,30.5,36.5,31.5,32,32,32.5,32,32.5,29.5,34.5,30.5,35,33,31.5,32,31,31,32.5,34.5,35,34.5,34,32,35.5,35,36,36,30.5,32,37.5,29.5,33.5,34.5,39.5,31,31,34.5,32,32,36,35.5,34,38.5,34.5,33,38,36.5,37.5,33.5,39,34.5,32.5,33.5,38.5,35,37.5,31,36,32,36,35,34.5,38.5,34.5,30.5,31,34.5,31.5,34,33,34,31.5,36,39.5,32,33.5,31,34,33,33,32,33,35.5,36.5,40.5,33.5,32,33.5,34,30.5,39,31.5,38.5,32,30.5,33.5,39.5,33.5,36.5,31
2024-08-05 14:35:00,31,38,35.5,31,38.5,35,32.5,29.5,32.5,38,31.5,36,32.5,32,34,38.5,33,38.5,34.5,30,35.5,34,30.5,32,34.5,31.5,31,30,34.5,32.5,34,31.5,29.5,32,33,39,37.5,30.5,30.5,35,30,31.5,31.5,34.5,34,31,35.5,30.5,36.5,32,29.5,31.5,38.5,33,30.5,32,35,33,33.5,34,35.5,40,33,31,32.5,32.5,38.5,34.5,34,38,32,32.5,33,33.5,30,30,34.5,38,37.5,32.5,36.5,33.5,33,35.5,36.5,30.5,39,35,39.5,34.5,39,38.5,33,33.5,29.5,34,34.5,38.5,32,32.5,30.5,36.5,31.5,32,32,32.5,32,33,30,34.5,30.5,35,33,32,32.5,31.5,32,32.5,34.5,35,34.5,34,32,35.5,35,36.5,36,30.5,32,37.5,30,33.5,34.5,39.5,31,31,34.5,32,32,36,35.5,34,38.5,34.5,33.5,38,37,37.5,33.5,38.5,34.5,32.5,33.5,38.5,35,37.5,31,35.5,32.5,36,35,35,38.5,34.5,31,31.5,35,32,34,33,34,31.5,36,39.5,32,34,31,34.5,33,33,32.5,33,35.5,37,40,33.5,32,34,34,31,39,31.5,38.5,32,31,33.5,39.5,33.5,36.5,31
2024-08-05 14:40:00,31.5,36.5,35,31,38,35,32.5,30.5,33,37.5,32,35.5,33,33,33.5,37.5,32.5,38,34,31,35.5,34,31,32.5,34.5,32,31.5,30.5,34.5,32.5,34.5,31.5,30.5,32,33.5,38,36.5,31,31.5,35,31,32,31.5,33.5,34,31.5,35,31,36.5,32.5,30.5,31.5,37,33,31.5,32,34.5,34,33.5,34.5,35.5,39,33.5,31.5,32,32.5,37,34.5,34,36.5,32.5,33,32.5,34,30.5,30.5,35,36.5,36.5,33,36.5,33.5,33,35.5,35,31,38,34.5,38,34.5,37.5,38,33.5,34.5,30.5,34.5,34.5,37.5,32,33.5,31,35.5,32,32,32.5,33,32.5,33,30.5,33.5,31,34.5,33,32,33,32,32,32.5,34.5,34.5,35,34,33,34.5,35.5,36,35,31,32,36.5,31,33,35,37.5,31.5,31.5,34,32,32.5,36,35.5,34,37.5,34.5,34,36.5,37,37.5,34,36.5,34.5,32.5,33.5,37.5,35,37.5,31.5,35,33,35.5,35,35,38,34.5,31,32.5,35,32,34.5,33,34,32,37,38,32.5,33.5,31.5,34,33,33.5,32.5,33.5,35.5,36.5,38.5,33.5,32.5,34,34,31.5,37.5,31.5,37,32.5,31.5,33,38,34,36,31.5
2024-08-05 14:45:00,32.5,34.5,35,31.5,34.5,34,32.5,32,34.5,34.5,33,34.5,33,32.5,32.5,35.5,33,35.5,33,32,34.5,34,31.5,33,34.5,32,31,33,34,32.5,33.5,32.5,32.5,31.5,33,34.5,35,31.5,31.5,35,31,32.5,32,33.5,33.5,32,34,33,34.5,32.5,32.5,32.5,35.5,33,31.5,32,34,34.5,33,34.5,34,35.5,33.5,32.5,33,33.5,34,34,33.5,34.5,32.5,33,33.5,33,32.5,32.5,33.5,34.5,34,33.5,33,34,33.5,35,34.5,31.5,35,34,35,33.5,33.5,33.5,34,33,33,33,34.5,35,32,33.5,32.5,34.5,33,32,32.5,33,32,33,32.5,33.5,33.5,33.5,33.5,32,33,32,31.5,33.5,34,34,34,33.5,33.5,34,33.5,34,35,32,33,35,32.5,32,34,35.5,32,32.5,34,33,33,34.5,33.5,33.5,35.5,34.5,34.5,34,33,34.5,33.5,35,34,33.5,33,33,33.5,34.5,32,33.5,33,35.5,34,33,35.5,34.5,33.5,33,33.5,32.5,34,33.5,33.5,33,34,34.5,33.5,34,31.5,34,32.5,33.5,33.5,34,34.5,33,33.5,33,32.5,34,33.5,31.5,36.5,32,35.5,32.5,31.5,32.5,34,33,34.5,33
2024-08-05 14:50:00,33,33.5,34,32.5,33,33,32.5,33,34,33,33,34,33,32.5,32.5,33,31.5,34,31.5,31.5,32.5,33.5,31.5,33,34,31.5,30,32.5,33,32.5,33,33,32,30,33,34,33.5,32,31.5,34,31.5,32.5,31.5,33,32.5,32,32,32.5,33,32.5,32.5,32,34,32.5,30.5,31,33,34,32.5,33.5,32.5,33.5,33.5,31,32,33.5,32.5,33,33.5,33,32.5,32.5,32.5,31.5,33,33,32.5,31.5,33,34,31,32.5,33,33,33.5,32,33.5,33.5,33.5,33.5,32,29.5,34,32,33,32,34,33,31.5,33,31.5,32.5,33,32,32.5,33,31.5,33,32,33,32.5,32,33,30.5,32.5,32,31.5,33,33.5,32.5,32.5,31.5,32,32.5,32,33,33.5,33,33,33.5,32,30.5,33.5,33.5,32.5,33,34,33,33,33.5,32.5,33.5,34,34,33,32.5,32.5,32,33.5,33.5,33.5,33,32,31.5,32,33.5,32.5,33.5,32.5,34,33.5,32,33.5,32.5,33,32.5,33,33,33.5,33.5,32.5,33.5,32.5,30.5,33.5,33.5,32,33.5,32.5,33.5,33,33.5,34,31.5,32,32.5,33,33.5,33.5,32,34.5,32.5,34.5,32.5,32,32.5,32,30,33,33
2024-08-05 14:55:00,32,32.5,33,32.5,32,32,32,33,33.5,31.5,32,33.5,32.5,32.5,31,29.5,31,33,30.5,31.5,31.5,33.5,32,32.5,33,31,30,31.5,32.5,32.5,32.5,33,31,31,32.5,33,32.5,31.5,31.5,33,31.5,32.5,31,33,32.5,32,30.5,32,32.5,32,31,29.5,32.5,32.5,30,30.5,32.5,33.5,32.5,33,31.5,31,33.5,30.5,31,32.5,31.5,30,33.5,32,32,32.5,32,31,32.5,32.5,31.5,29.5,32.5,33.5,30.5,31,33,32.5,32,32.5,33,33,33,33.5,30.5,28,33.5,31.5,32.5,31.5,33.5,33,32,32,31,30,32.5,31,32,33,31,33,31.5,32.5,32,31.5,32.5,30,32,32,31,32.5,33,32,31.5,29.5,31,32.5,31,32,33,33,32.5,33,31,30.5,33,32.5,32.5,32.5,33,32.5,32.5,33,31.5,33.5,33.5,33.5,32.5,31.5,31,30,33,32,33,32,31.5,30.5,31.5,32.5,32,33.5,32,32.5,32.5,31,32,30,32.5,32,32,32.5,33,33,32,33.5,31.5,29,33,33,32.5,32,32.5,33,32,33,33,30,31.5,30.5,32.5,32.5,33,32,33.5,32.5,32,32.5,31.5,32.5,31,29,32.5,32.5
2024-08-05 15:00:00,31.5,31.5,32,32.5,31.5,30,31.5,32.5,33.5,31,31.5,33,31.5,30.5,30,28.5,30.5,32,30,31,31,32.5,31.5,32.5,32.5,31,30.5,30,32,32.5,32,33,30,29,32,32.5,32.5,31,31.5,32.5,31.5,32,30.5,32,32,32,30,32,32,31.5,30,29,32,32,30,30,32.5,33,32,32.5,31,29,32.5,30.5,30.5,31.5,30.5,29,32.5,30.5,32,32.5,31.5,30.5,32,31.5,30.5,29,32,32.5,30,30.5,32.5,31.5,31,32.5,32.5,33,32.5,31,29.5,27.5,33,31,32.5,31,33,32.5,32,31.5,30,29,32,30.5,31.5,33,30.5,32.5,31,31.5,31,31,32,29.5,32,32,30.5,32,32.5,31.5,31,29.5,30.5,32,30.5,29.5,32,33,32,32.5,30.5,29.5,32.5,32,32,32,32.5,32,32,32.5,31.5,32.5,33,33,32.5,31,30,29,32.5,31,32,29.5,31,30,30.5,32,31.5,31,32,32,32,32,30.5,29,32,31.5,31,30,32.5,31.5,32,33.5,30.5,28,32.5,32,32.5,31.5,32,32.5,31.5,32,32.5,29.5,30.5,29,32,32.5,32.5,32.5,33,32.5,31.5,32,31.5,32.5,30,28.5,31.5,32
2024-08-05 15:05:00,30.5,29,31,32,31,29,30.5,32,33,30.5,31,32.5,30,28.5,29.5,28,30,31.5,29.5,30.5,31,32,31,32,32,30.5,30,29,31.5,32,32,32.5,29.5,28.5,31.5,32,32,31,31.5,32,31.5,31,30,31,31.5,31.5,29.5,31.5,31,30.5,29.5,28.5,31,32,30.5,29,32,32.5,30.5,30,30,28.5,31.5,30,30,31,29.5,28,31.5,29,31.5,32.5,31,30.5,31,29.5,30,28.5,31.5,32,29.5,30.5,32,31,30.5,32.5,32.5,32.5,30.5,28.5,29,27.5,32.5,30,32,30.5,32.5,32,32,31,29.5,28.5,31.5,30,31.5,32.5,30,31,31,29,30.5,30.5,31.5,29,31.5,31.5,30,31,32.5,31,30.5,29,30,31.5,30,28.5,31,31,31.5,32,30,29,32,31.5,31.5,32,32.5,31.5,31,32.5,31.5,31,32.5,32.5,31.5,30.5,29.5,28.5,32,30.5,31,28.5,31,29,31,31,31,29.5,31.5,31.5,31.5,32,29.5,28.5,31.5,30.5,30,29,32,31,31,30,30,28,32,31,32,31,31.5,32,31,31.5,32,29,30,28,32,31.5,32,32,33,32,31,31.5,31.5,32,29.5,28.5,31,31
2024-08-05 15:10:00,29.5,28,31,31.5,30,28.5,30.5,31.5,32,30,30.5,32,29,28,29,28,29.5,31,29,30,30.5,31,31,31.5,32,30.5,29.5,28.5,31.5,32,32,32.5,29,28,31,31.5,31.5,31,31,31.5,31.5,30.5,30,30,31,31,29.5,30.5,30.5,30,29,28.5,31,31.5,30,28.5,31.5,32,29.5,29,29,28,30,30,30,29,29,28,31,29,31.5,32.5,30.5,30,30,28.5,29.5,28.5,31,30.5,29,30,31,30,30,32,32,32.5,29,28,29,27.5,31,28.5,31,30,32,32,31.5,30.5,29,28,31,30,30.5,32,29,29,30.5,28,30.5,29.5,30.5,28.5,31.5,31.5,29.5,30.5,32,30.5,29.5,28.5,29.5,31,29,28,30,29,30.5,31.5,29.5,28.5,32,31,31,29,32,31,31,32,31,29.5,31.5,31,31,30,29,28.5,32,30.5,30.5,28,30.5,28.5,30.5,29.5,30.5,30.5,31,31,30.5,31,29,28,31,30.5,29,28.5,31.5,30.5,29.5,29,29.5,28,31.5,30.5,31.5,31,31.5,32,31,30,31,29,29,28,31.5,31,31.5,32,32.5,31.5,30.5,31.5,31.5,32,29,28,30.5,30.5
