"nightuid","endDate","tagID","trapCoordinate","iButtonLabel","link"
"95729df4-9bf8-4996-84fd-3e9e1e92542a","2024-10-10T16:00:00.000+0000","NEON.MAM.D07.O003J620241010","J6","389","95729df4-9bf8-4996-84fd-3e9e1e92542aJ6"
"95729df4-9bf8-4996-84fd-3e9e1e92542a","2024-10-10T16:00:00.000+0000","NEON.MAM.D07.R5433","C6","221","95729df4-9bf8-4996-84fd-3e9e1e92542aC6"
"95729df4-9bf8-4996-84fd-3e9e1e92542a","2024-10-10T16:00:00.000+0000","NEON.MAM.D07.R5172","C8","286","95729df4-9bf8-4996-84fd-3e9e1e92542aC8"
"95729df4-9bf8-4996-84fd-3e9e1e92542a","2024-10-10T16:00:00.000+0000","NEON.MAM.D07.R5438","I5","234","95729df4-9bf8-4996-84fd-3e9e1e92542aI5"
"b9d168ed-f473-4b0f-9266-20b74bbcd8c8","2024-10-09T16:00:00.000+0000","NEON.MAM.D07.R5448","A9","286","b9d168ed-f473-4b0f-9266-20b74bbcd8c8A9"
"b9d168ed-f473-4b0f-9266-20b74bbcd8c8","2024-10-09T16:00:00.000+0000","NEON.MAM.D07.R5433","E10","294","b9d168ed-f473-4b0f-9266-20b74bbcd8c8E10"
"b9d168ed-f473-4b0f-9266-20b74bbcd8c8","2024-10-09T16:00:00.000+0000","NEON.MAM.D07.R5437","B1","239","b9d168ed-f473-4b0f-9266-20b74bbcd8c8B1"
"b9d168ed-f473-4b0f-9266-20b74bbcd8c8","2024-10-09T16:00:00.000+0000","NEON.MAM.D07.O003B420241009","B4","290","b9d168ed-f473-4b0f-9266-20b74bbcd8c8B4"
"f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3","2024-10-08T16:00:00.000+0000","NEON.MAM.D07.R5165","J1","243","f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3J1"
"f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3","2024-10-08T16:00:00.000+0000","NEON.MAM.D07.R5435","H10","264","f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3H10"
"f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3","2024-10-08T16:00:00.000+0000","NEON.MAM.D07.O003B820241008","B8","531","f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3B8"
"f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3","2024-10-08T16:00:00.000+0000","NEON.MAM.D07.R5433","C6","277","f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3C6"
"f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3","2024-10-08T16:00:00.000+0000","NEON.MAM.D07.R5172","A9","204","f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3A9"
"f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3","2024-10-08T16:00:00.000+0000","NEON.MAM.D07.R5434","I7","251","f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3I7"
"f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3","2024-10-08T16:00:00.000+0000","NEON.MAM.D07.O003F720241008","F7","288","f3cbd5cb-f9d9-4698-a338-f1cb87ce6dd3F7"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5415","G6","051","abb328b9-1414-462d-b63e-929a813d06cbG6"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5222","C7","013","abb328b9-1414-462d-b63e-929a813d06cbC7"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5296","G2","271","abb328b9-1414-462d-b63e-929a813d06cbG2"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5413","H7","061","abb328b9-1414-462d-b63e-929a813d06cbH7"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5410","A4","009","abb328b9-1414-462d-b63e-929a813d06cbA4"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5217","A5","049","abb328b9-1414-462d-b63e-929a813d06cbA5"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R4615","H6","568","abb328b9-1414-462d-b63e-929a813d06cbH6"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.O006B820240926","B8","071","abb328b9-1414-462d-b63e-929a813d06cbB8"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5272","C2","075","abb328b9-1414-462d-b63e-929a813d06cbC2"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5143","J7","098","abb328b9-1414-462d-b63e-929a813d06cbJ7"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5416","A7","070","abb328b9-1414-462d-b63e-929a813d06cbA7"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5292","D6","073","abb328b9-1414-462d-b63e-929a813d06cbD6"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5293","B4","015","abb328b9-1414-462d-b63e-929a813d06cbB4"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5286","E6","N03","abb328b9-1414-462d-b63e-929a813d06cbE6"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5424","I2","322","abb328b9-1414-462d-b63e-929a813d06cbI2"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5423","F3","068","abb328b9-1414-462d-b63e-929a813d06cbF3"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5223","E4","057","abb328b9-1414-462d-b63e-929a813d06cbE4"
"abb328b9-1414-462d-b63e-929a813d06cb","2024-09-26T16:00:00.000+0000","NEON.MAM.D07.R5411","H8","53","abb328b9-1414-462d-b63e-929a813d06cbH8"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5234","E8","N18","1de75757-51cb-4349-bfb6-212eab5c62f9E8"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5223","E4","322","1de75757-51cb-4349-bfb6-212eab5c62f9E4"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5418","B7","71","1de75757-51cb-4349-bfb6-212eab5c62f9B7"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R4815","H6","26","1de75757-51cb-4349-bfb6-212eab5c62f9H6"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5220","J7","003","1de75757-51cb-4349-bfb6-212eab5c62f9J7"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5411","J8","73","1de75757-51cb-4349-bfb6-212eab5c62f9J8"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5293","C3","302","1de75757-51cb-4349-bfb6-212eab5c62f9C3"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5413","F7","89","1de75757-51cb-4349-bfb6-212eab5c62f9F7"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5222","A7","24","1de75757-51cb-4349-bfb6-212eab5c62f9A7"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5143","I6","42","1de75757-51cb-4349-bfb6-212eab5c62f9I6"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5410","A4","000","1de75757-51cb-4349-bfb6-212eab5c62f9A4"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5259","D8","13","1de75757-51cb-4349-bfb6-212eab5c62f9D8"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R4677","D6","579","1de75757-51cb-4349-bfb6-212eab5c62f9D6"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5296","F6","527","1de75757-51cb-4349-bfb6-212eab5c62f9F6"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5281","B4","86","1de75757-51cb-4349-bfb6-212eab5c62f9B4"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.O006H320240925","H3","090","1de75757-51cb-4349-bfb6-212eab5c62f9H3"
"1de75757-51cb-4349-bfb6-212eab5c62f9","2024-09-25T16:00:00.000+0000","NEON.MAM.D07.R5423","F4","78","1de75757-51cb-4349-bfb6-212eab5c62f9F4"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R4815","H7","253","ae559cf8-6b04-4a34-8195-7336ce676720H7"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5293","C3","30","ae559cf8-6b04-4a34-8195-7336ce676720C3"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5296","H3","80","ae559cf8-6b04-4a34-8195-7336ce676720H3"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5265","J5","090","ae559cf8-6b04-4a34-8195-7336ce676720J5"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5416","B5","96","ae559cf8-6b04-4a34-8195-7336ce676720B5"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5240","F9","N12","ae559cf8-6b04-4a34-8195-7336ce676720F9"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R4889","H1","015","ae559cf8-6b04-4a34-8195-7336ce676720H1"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5272","C1","005","ae559cf8-6b04-4a34-8195-7336ce676720C1"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5424","H2","302","ae559cf8-6b04-4a34-8195-7336ce676720H2"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5259","D9","003","ae559cf8-6b04-4a34-8195-7336ce676720D9"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5286","E6","28","ae559cf8-6b04-4a34-8195-7336ce676720E6"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5222","B8","44","ae559cf8-6b04-4a34-8195-7336ce676720B8"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5408","H4","527","ae559cf8-6b04-4a34-8195-7336ce676720H4"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.L5401","C6","78","ae559cf8-6b04-4a34-8195-7336ce676720C6"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5267","A8","064","ae559cf8-6b04-4a34-8195-7336ce676720A8"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5409","J1","003","ae559cf8-6b04-4a34-8195-7336ce676720J1"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5406","C10","70","ae559cf8-6b04-4a34-8195-7336ce676720C10"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5413","F5","79","ae559cf8-6b04-4a34-8195-7336ce676720F5"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5402","C2","22","ae559cf8-6b04-4a34-8195-7336ce676720C2"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5234","E10","83","ae559cf8-6b04-4a34-8195-7336ce676720E10"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R4608","H10","588","ae559cf8-6b04-4a34-8195-7336ce676720H10"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5410","A4","17","ae559cf8-6b04-4a34-8195-7336ce676720A4"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5143","I7","018","ae559cf8-6b04-4a34-8195-7336ce676720I7"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5423","E2","95","ae559cf8-6b04-4a34-8195-7336ce676720E2"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R4848","A2","56","ae559cf8-6b04-4a34-8195-7336ce676720A2"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5226","E3","73","ae559cf8-6b04-4a34-8195-7336ce676720E3"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R4450","A9","40","ae559cf8-6b04-4a34-8195-7336ce676720A9"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5218","H9","23","ae559cf8-6b04-4a34-8195-7336ce676720H9"
"ae559cf8-6b04-4a34-8195-7336ce676720","2024-09-24T16:00:00.000+0000","NEON.MAM.D07.R5285","F1","87","ae559cf8-6b04-4a34-8195-7336ce676720F1"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5218","F8","459","7d012489-2a1d-4770-916a-43ce701123f0F8"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R4621","B1","492","7d012489-2a1d-4770-916a-43ce701123f0B1"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5267","B8","409","7d012489-2a1d-4770-916a-43ce701123f0B8"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5266","B6","522","7d012489-2a1d-4770-916a-43ce701123f0B6"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5424","J2","485","7d012489-2a1d-4770-916a-43ce701123f0J2"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5293","B7","481","7d012489-2a1d-4770-916a-43ce701123f0B7"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R4875","J7","480","7d012489-2a1d-4770-916a-43ce701123f0J7"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5214","E6","477","7d012489-2a1d-4770-916a-43ce701123f0E6"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R4609","H3","501","7d012489-2a1d-4770-916a-43ce701123f0H3"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5240","F7","403","7d012489-2a1d-4770-916a-43ce701123f0F7"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5296","F2","442","7d012489-2a1d-4770-916a-43ce701123f0F2"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5259","D8","411","7d012489-2a1d-4770-916a-43ce701123f0D8"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5280","I5","470","7d012489-2a1d-4770-916a-43ce701123f0I5"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R4608","I8","439","7d012489-2a1d-4770-916a-43ce701123f0I8"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5286","D7","466","7d012489-2a1d-4770-916a-43ce701123f0D7"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5289","F4","468","7d012489-2a1d-4770-916a-43ce701123f0F4"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5272","C2","482","7d012489-2a1d-4770-916a-43ce701123f0C2"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5265","J8","450","7d012489-2a1d-4770-916a-43ce701123f0J8"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5400","C7","471","7d012489-2a1d-4770-916a-43ce701123f0C7"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R4615","F6","496","7d012489-2a1d-4770-916a-43ce701123f0F6"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R5268","A4","406","7d012489-2a1d-4770-916a-43ce701123f0A4"
"7d012489-2a1d-4770-916a-43ce701123f0","2024-08-08T16:00:00.000+0000","NEON.MAM.D07.R4693","C3","434","7d012489-2a1d-4770-916a-43ce701123f0C3"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5293","B8","431","8adc0e4a-71b3-4d66-9ed2-aebfd131d785B8"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5281","C3","402","8adc0e4a-71b3-4d66-9ed2-aebfd131d785C3"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5267","B9","432","8adc0e4a-71b3-4d66-9ed2-aebfd131d785B9"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4693","C2","415","8adc0e4a-71b3-4d66-9ed2-aebfd131d785C2"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4615","I6","413","8adc0e4a-71b3-4d66-9ed2-aebfd131d785I6"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5259","C9","414","8adc0e4a-71b3-4d66-9ed2-aebfd131d785C9"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4621","B2","446","8adc0e4a-71b3-4d66-9ed2-aebfd131d785B2"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5240","F10","436","8adc0e4a-71b3-4d66-9ed2-aebfd131d785F10"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5266","B4","455","8adc0e4a-71b3-4d66-9ed2-aebfd131d785B4"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4617","A6","443","8adc0e4a-71b3-4d66-9ed2-aebfd131d785A6"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5213","C10","427","8adc0e4a-71b3-4d66-9ed2-aebfd131d785C10"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5251","A1","429","8adc0e4a-71b3-4d66-9ed2-aebfd131d785A1"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5273","D2","466","8adc0e4a-71b3-4d66-9ed2-aebfd131d785D2"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5218","H10","489","8adc0e4a-71b3-4d66-9ed2-aebfd131d785H10"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5294","F1","459","8adc0e4a-71b3-4d66-9ed2-aebfd131d785F1"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4848","B3","478","8adc0e4a-71b3-4d66-9ed2-aebfd131d785B3"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5280","J4","467","8adc0e4a-71b3-4d66-9ed2-aebfd131d785J4"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5268","A4","401","8adc0e4a-71b3-4d66-9ed2-aebfd131d785A4"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5265","J7","566","8adc0e4a-71b3-4d66-9ed2-aebfd131d785J7"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5272","A3","412","8adc0e4a-71b3-4d66-9ed2-aebfd131d785A3"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5255","D10","470","8adc0e4a-71b3-4d66-9ed2-aebfd131d785D10"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5143","H9","437","8adc0e4a-71b3-4d66-9ed2-aebfd131d785H9"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5292","C6","460","8adc0e4a-71b3-4d66-9ed2-aebfd131d785C6"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5222","B5","482","8adc0e4a-71b3-4d66-9ed2-aebfd131d785B5"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5295","J5","447","8adc0e4a-71b3-4d66-9ed2-aebfd131d785J5"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5234","F9","421","8adc0e4a-71b3-4d66-9ed2-aebfd131d785F9"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5274","C7","445","8adc0e4a-71b3-4d66-9ed2-aebfd131d785C7"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4420","D1","474","8adc0e4a-71b3-4d66-9ed2-aebfd131d785D1"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5217","A5","495","8adc0e4a-71b3-4d66-9ed2-aebfd131d785A5"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.O006H120240807","H1","555","8adc0e4a-71b3-4d66-9ed2-aebfd131d785H1"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4875","G8","490","8adc0e4a-71b3-4d66-9ed2-aebfd131d785G8"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4608","I9","444","8adc0e4a-71b3-4d66-9ed2-aebfd131d785I9"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R4609","G2","406","8adc0e4a-71b3-4d66-9ed2-aebfd131d785G2"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5262","I10","579","8adc0e4a-71b3-4d66-9ed2-aebfd131d785I10"
"8adc0e4a-71b3-4d66-9ed2-aebfd131d785","2024-08-07T16:00:00.000+0000","NEON.MAM.D07.R5223","E2","496","8adc0e4a-71b3-4d66-9ed2-aebfd131d785E2"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R4617","A7","486","8959587a-5cfa-48b7-acba-f616fd515ed2A7"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5273","D2","477","8959587a-5cfa-48b7-acba-f616fd515ed2D2"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5281","D6","489","8959587a-5cfa-48b7-acba-f616fd515ed2D6"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5295","J6","459","8959587a-5cfa-48b7-acba-f616fd515ed2J6"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5200","D3","499","8959587a-5cfa-48b7-acba-f616fd515ed2D3"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5272","C2","411","8959587a-5cfa-48b7-acba-f616fd515ed2C2"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5270","B10","439","8959587a-5cfa-48b7-acba-f616fd515ed2B10"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R4693","B4","566","8959587a-5cfa-48b7-acba-f616fd515ed2B4"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5238","E10","403","8959587a-5cfa-48b7-acba-f616fd515ed2E10"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5217","A5","425","8959587a-5cfa-48b7-acba-f616fd515ed2A5"
"8959587a-5cfa-48b7-acba-f616fd515ed2","2024-08-06T16:00:00.000+0000","NEON.MAM.D07.R5143","H7","432","8959587a-5cfa-48b7-acba-f616fd515ed2H7"
